gene_id,gene_name,runon_chr,runon_start,runon_end,runon_strand,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_log2FC,gene_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000021504,B4galt7,13,55758256,55770817,+,12562,79.645837470276,0.29313579371831,0.659943354553726,-0.284503175467141,0.521344772317888,120,Tumour,120h
ENSMUSG00000021886,Gpr65,12,98242904,98262903,+,20000,9.28366337673691,1.30515028169464,NA,0.899709581402451,0.190044036422558,120,Tumour,120h
ENSMUSG00000022043,Trim35,14,66548874,66568873,+,20000,27.9297526410801,0.925871225449982,0.347764807288852,0.132454208397326,0.554170014792387,120,Tumour,120h
ENSMUSG00000022102,Dok2,14,71015936,71035935,+,20000,4.97427858143462,1.03009439692093,NA,0.551683520203944,0.25731227646928,120,Tumour,120h
ENSMUSG00000022105,Rb1,14,73412942,73432941,-,20000,796.408132051461,0.712517111349996,0.194132520316158,0.244424159031267,0.278516122987769,120,Tumour,120h
ENSMUSG00000022280,Rnf19a,15,36220079,36240078,-,20000,70.2821135448509,0.442352039451653,0.543258563964283,-0.0778413289225976,0.832346111766323,120,Tumour,120h
ENSMUSG00000022387,Brd1,15,88551237,88571236,-,20000,23.2855414690255,0.401747739753439,0.644823070136524,0.369649337307281,0.347708549529159,120,Tumour,120h
ENSMUSG00000022440,C1qtnf6,15,78387546,78407545,-,20000,7.82924286348365,0.587692452259838,NA,0.211797023921997,0.495260439389336,120,Tumour,120h
ENSMUSG00000022500,Litaf,16,10757139,10777138,-,20000,38.1521682468577,0.875496879759604,0.394987491588449,0.504197170643096,0.156560517802567,120,Tumour,120h
ENSMUSG00000022529,Zfp263,16,3568646,3588645,+,20000,309.72756157292,0.373347288218084,0.70222903850321,-0.171321721242631,0.41913841786853,120,Tumour,120h
ENSMUSG00000022661,Cd200,16,45182498,45202497,-,20000,13.0913548798083,0.191466646025683,NA,0.182469854889732,0.802255864626233,120,Tumour,120h
ENSMUSG00000022799,Arhgap31,16,38398702,38418701,-,20000,96.5944446185707,-0.311136106986612,0.397957494084395,0.902155746421949,0.214684237510923,120,Tumour,120h
ENSMUSG00000022994,Adcy6,15,98468805,98487853,-,19049,28.9557985494977,0.318003629802656,0.627994901204943,0.623428670317304,0.230094826551747,120,Tumour,120h
ENSMUSG00000023039,Krt7,15,101328195,101345624,+,17430,50.4435342442276,1.45743284429148,0.153879590097763,0.534525045507715,0.40520083109954,120,Tumour,120h
ENSMUSG00000023045,Soat2,15,102071905,102091904,+,20000,7.8845945589572,-0.171890425637176,NA,0.110274484117646,NA,120,Tumour,120h
ENSMUSG00000023349,Clec4n,6,123223979,123239075,+,15097,6.72351411957051,0.0520120798566775,NA,-0.112904094620073,0.876026021197251,120,Tumour,120h
ENSMUSG00000023764,Sfi1,11,3061850,3081849,-,20000,76.8677506337578,0.285312212880906,0.706569085354097,-0.0297806749833498,0.939936717184511,120,Tumour,120h
ENSMUSG00000023912,Slc25a27,17,43941158,43952781,-,11624,14.9488343867865,0.934075093296411,NA,0.0567881178854723,0.926224177667228,120,Tumour,120h
ENSMUSG00000023987,Pgc,17,48045408,48065407,+,20000,189.152456585749,0.901082345040566,0.300084295126288,-0.147086981927,0.738307818637212,120,Tumour,120h
ENSMUSG00000024143,Rhoq,17,87307498,87327497,+,20000,42.1755592714068,0.283380504897155,0.694056988965432,0.243964504101358,0.387492521713281,120,Tumour,120h
ENSMUSG00000024260,Sap130,18,31856115,31876114,+,20000,69.9026557653849,0.0635429389216724,0.938262954906277,0.469466459619409,0.486108338110743,120,Tumour,120h
ENSMUSG00000024436,Mrps18b,17,36208324,36221270,-,12947,171.810324519806,0.50073895448909,0.398940904491308,-0.352564842101981,0.461271378266994,120,Tumour,120h
ENSMUSG00000024725,Ostf1,19,18536692,18556691,-,20000,20.118901825079,1.40077677434259,0.235809924135961,-0.296916918330816,0.680253717764959,120,Tumour,120h
ENSMUSG00000024731,Ms4a10,19,10926631,10939656,-,13026,30.1624503794364,0.834005894815139,0.33799125850981,-0.810932846611395,NA,120,Tumour,120h
ENSMUSG00000024782,Ak3,19,28978233,28998232,-,20000,588.659786097246,-0.180239144232033,0.506860268843539,0.110768728142867,0.727581618587599,120,Tumour,120h
ENSMUSG00000024816,Frmd8,19,5879730,5899729,-,20000,3714.90803543383,0.801814556349407,0.446613820167283,0.410842663988704,0.216339415740236,120,Tumour,120h
ENSMUSG00000025058,Tasl,X,84935106,84955105,+,20000,4.83150514099375,0.589609151988924,NA,0.469030125784331,0.357146139571589,120,Tumour,120h
ENSMUSG00000025076,Casp7,19,56430777,56450071,+,19295,55.9575628836777,0.431171813050655,0.555368107350094,0.206167235474175,0.463710103049011,120,Tumour,120h
ENSMUSG00000025142,Aspscr1,11,120600274,120604750,+,4477,837.100067764523,0.623626978957731,0.309677850379525,-0.0284438271832735,0.954687122493484,120,Tumour,120h
ENSMUSG00000025280,Polr3a,14,24478764,24498763,-,20000,257.382997648398,0.385868218480169,0.549050078727217,0.35805987567345,0.384789090551805,120,Tumour,120h
ENSMUSG00000025287,Acot9,X,154080651,154100650,+,20000,65.4719792211739,0.395211979112342,0.556984470601252,-0.311515286856492,0.574399552929593,120,Tumour,120h
ENSMUSG00000025316,Banp,8,122755998,122775997,+,20000,7.53425022275464,0.97059834156553,NA,0.179116632332055,0.704312990892868,120,Tumour,120h
ENSMUSG00000025371,Chmp6,11,119810375,119830374,+,20000,27.7686721455762,0.440334465459805,0.556023335654686,-0.359983578715191,0.38440424381263,120,Tumour,120h
ENSMUSG00000025804,Ccr1,9,123742161,123762160,-,20000,9.45036761814821,1.20956692598908,NA,-0.00497622969722151,0.996029059028829,120,Tumour,120h
ENSMUSG00000025821,Zfp282,6,47885420,47897409,+,11990,47.7100930787044,0.505760813719483,0.556617684001545,0.419982862414628,0.377954051975951,120,Tumour,120h
ENSMUSG00000025887,Casp12,9,5373033,5393032,+,20000,3.93166992419889,1.12949470720514,NA,0.279149894817967,0.57267796605503,120,Tumour,120h
ENSMUSG00000025893,Kbtbd3,9,4331712,4351711,+,20000,60.2854245676562,-0.0641906292304537,0.920486282535671,-0.68320716663357,0.317888866924717,120,Tumour,120h
ENSMUSG00000026135,Zfp142,1,74585585,74605584,-,20000,48.6118781779484,0.600439359540964,0.406594050750999,0.592129580701339,0.461674603905342,120,Tumour,120h
ENSMUSG00000026271,Gpr35,1,92914114,92934055,+,19942,27.9010345003326,1.70189433297394,0.0337017440700217,1.04951908129347,0.116917708084442,120,Tumour,120h
ENSMUSG00000026273,Mterf4,1,93208927,93228926,-,20000,133.904000524433,0.361148276648756,0.659154580426175,-0.226143478834053,0.511725788030508,120,Tumour,120h
ENSMUSG00000026285,Pdcd1,1,93946027,93966026,-,20000,11.628635257961,1.5446675811354,NA,0.543346801915831,0.427918944351449,120,Tumour,120h
ENSMUSG00000026305,Lrrfip1,1,91045038,91065037,+,20000,152.280888896999,0.428067518808704,0.495452714714488,0.271672193072076,0.409104652815253,120,Tumour,120h
ENSMUSG00000026473,Glul,1,153785470,153805469,+,20000,19.8032878202835,0.32428960904054,0.648556090832315,0.0450023355329033,0.897239939324695,120,Tumour,120h
ENSMUSG00000026639,Lamb3,1,193026187,193046186,+,20000,81.5329371830631,1.16259674404864,0.231141763289617,0.725690831815915,0.141570358559367,120,Tumour,120h
ENSMUSG00000026701,Prdx6,1,161047682,161067681,-,20000,24.8587047096427,0.164812313322065,0.859856746795811,-0.0155313058885641,0.963998785405953,120,Tumour,120h
ENSMUSG00000026858,Miga2,2,30275532,30282265,+,6734,29.6395047143033,0.176003684912896,0.773835119224542,0.267365809316287,0.410714991032621,120,Tumour,120h
ENSMUSG00000026918,Brd3,2,27317046,27335611,-,18566,81.086815206802,0.808070385010721,0.298887918656872,0.444081544865213,0.292035760555328,120,Tumour,120h
ENSMUSG00000027164,Traf6,2,101532015,101552014,+,20000,37.3602148421719,0.182107963773829,0.693954544292854,0.217324201166156,0.586459441064013,120,Tumour,120h
ENSMUSG00000027173,Depdc7,2,104542502,104552128,-,9627,2.71125005564337,-0.983461935629146,NA,0.295274506045957,NA,120,Tumour,120h
ENSMUSG00000027215,Cd82,2,93229456,93249455,-,20000,18.6868349790165,1.10816434808391,0.261717212440456,0.50745093007061,0.394362172277359,120,Tumour,120h
ENSMUSG00000027514,Zbp1,2,173028405,173048404,-,20000,45.2265163998416,1.4239986711738,0.227244400287301,0.836132747610829,0.113357905813539,120,Tumour,120h
ENSMUSG00000027582,Zgpat,2,181022588,181023027,+,440,78.9217690993348,0.213141731455181,0.70496821891631,0.264042202274175,0.533286509089512,120,Tumour,120h
ENSMUSG00000027667,Zfp639,3,32574983,32583613,+,8631,144.090898755147,-0.565026427234156,0.100071294881897,-0.563468269494758,0.277009735692163,120,Tumour,120h
ENSMUSG00000027829,Ccnl1,3,65833572,65853571,-,20000,74.66715021016,-0.642625581700262,0.257877956427563,-0.246932398814586,0.332083412990783,120,Tumour,120h
ENSMUSG00000027855,Sycp1,3,102705815,102725814,-,20000,225.410032532587,0.722341816272785,0.310641331202004,-0.23385662511946,NA,120,Tumour,120h
ENSMUSG00000027857,Tshb,3,102664714,102684713,-,20000,31.9602721479744,0.826451500751023,0.350595379349816,-0.00236714182997913,0.99743298676297,120,Tumour,120h
ENSMUSG00000027878,Notch2,3,98057678,98067975,+,10298,45.9434368840918,0.272897539553975,0.754744498598824,0.679182963540077,0.26389414237447,120,Tumour,120h
ENSMUSG00000027952,Pmvk,3,89376321,89396320,+,20000,7.69756528844629,1.22879923052084,NA,-0.312575866986318,0.530370841824367,120,Tumour,120h
ENSMUSG00000027995,Tlr2,3,83723579,83743578,-,20000,22.7384337529504,0.731040128127926,0.237817424716567,0.286361866792673,0.483458603344658,120,Tumour,120h
ENSMUSG00000028173,Wls,3,159641660,159661659,+,20000,133.935940771811,0.0372666269438808,0.928095921622789,-0.36775848596615,0.461463707860527,120,Tumour,120h
ENSMUSG00000028550,Atg4c,4,99148025,99168024,+,20000,91.3333591410008,0.708249278465509,0.454724067254174,0.247073490691208,0.473928909241636,120,Tumour,120h
ENSMUSG00000028639,Ybx1,4,119115178,119135177,-,20000,94.7190150493992,-0.158445336972963,0.797151627008854,-0.146639997294393,0.691697222543144,120,Tumour,120h
ENSMUSG00000028688,Toe1,4,116641199,116661198,-,20000,46.8953230971073,0.0886401700504809,0.858406628482751,-0.0638868328162226,0.879306834853453,120,Tumour,120h
ENSMUSG00000028730,Cfap57,4,118400926,118411747,-,10822,5.88453038092113,1.97223654760706,NA,3.07538379040748,NA,120,Tumour,120h
ENSMUSG00000028796,Phc2,4,128646675,128653050,+,6376,22.4008368407769,0.327708407646563,0.696629380073662,0.244248764735214,0.338337257809855,120,Tumour,120h
ENSMUSG00000029090,Adgra3,5,50097298,50117297,-,20000,152.148033658533,0.0617836945056023,0.958502387210344,0.230956156900042,0.539562925308006,120,Tumour,120h
ENSMUSG00000029127,Zbtb49,5,38337424,38357423,-,20000,14.8975165553807,0.86105160122636,NA,0.0970141222933512,0.709580378858979,120,Tumour,120h
ENSMUSG00000029128,Rab28,5,41762319,41782318,-,20000,30.0390715888304,0.0732530484961927,0.939621991564427,-0.254125807132547,0.573106775572808,120,Tumour,120h
ENSMUSG00000029149,Krtcap3,5,31410542,31430541,+,20000,258.626752559199,0.61179552797847,0.449211808837116,-0.294429786282298,0.594383718573136,120,Tumour,120h
ENSMUSG00000029177,Cenpa,5,30832175,30852174,+,20000,57.5163733918481,0.461329052803971,0.537914867496241,-0.67858973023812,0.222562376769496,120,Tumour,120h
ENSMUSG00000029338,Antxr2,5,98043232,98063231,-,20000,27.4436977940399,0.789269263445932,0.415257091201679,0.590131840210975,0.238942514581583,120,Tumour,120h
ENSMUSG00000029372,Ppbp,5,90917923,90920293,+,2371,1.18655064265439,0.681957103103984,NA,-0.210421895638007,NA,120,Tumour,120h
ENSMUSG00000029416,Slc15a4,5,127652728,127672727,-,20000,109.649056923623,0.314610767246649,0.699505491629563,0.119148890596453,0.525727324495931,120,Tumour,120h
ENSMUSG00000029557,Mrm2,5,140307308,140313428,-,6121,44.3516120040666,-0.0792110253947538,0.876879235846346,-0.474822873944904,0.435579108904994,120,Tumour,120h
ENSMUSG00000029663,Gngt1,6,3997437,4003903,+,6467,0.469482645128808,0.244830126675449,NA,1.42957737393984,NA,120,Tumour,120h
ENSMUSG00000030019,Fbxl14,6,119459592,119479591,+,20000,47.6175766363039,0.163348569954017,0.832659024568798,0.466701208275737,0.329593380046059,120,Tumour,120h
ENSMUSG00000030047,Arhgap25,6,87415527,87435526,-,20000,1.93406241967028,1.09601725306041,NA,0.867666724798966,0.0715376122678638,120,Tumour,120h
ENSMUSG00000030157,Clec2d,6,129163498,129183497,+,20000,16.0668654120562,0.72893862129751,NA,0.0062273810816064,0.995355142537279,120,Tumour,120h
ENSMUSG00000030161,Gabarapl1,6,129519310,129539309,+,20000,59.655107012366,0.50219468894662,0.461360108852521,-0.23785440553962,0.536117266811791,120,Tumour,120h
ENSMUSG00000030292,Smco2,6,146772905,146790086,+,17182,66.3653996295945,0.194756706495127,0.699323733440459,1.71738451298834,NA,120,Tumour,120h
ENSMUSG00000030341,Tnfrsf1a,6,125339448,125359447,+,20000,118.565433319773,0.167587026758518,0.765670949298835,0.315219812552062,0.457651820236847,120,Tumour,120h
ENSMUSG00000030469,Zfp719,7,43242660,43256648,+,13989,94.3019592306711,-0.093767443865894,0.894696998238521,-0.560331330847915,0.222234597095066,120,Tumour,120h
ENSMUSG00000030604,Zfp626,7,27522342,27538031,+,15690,72.75114563304,0.00430456672545799,0.99710932783673,-0.425958683718085,0.279246142459487,120,Tumour,120h
ENSMUSG00000030671,Pde3b,7,114138487,114158486,+,20000,2.88916073187118,1.01456140718515,NA,0.739425589430327,0.218780558732573,120,Tumour,120h
ENSMUSG00000030688,Stard10,7,100995834,101015833,+,20000,54.1900046603572,0.73313512620827,0.387596569015177,-0.0215828036015931,0.962575414667708,120,Tumour,120h
ENSMUSG00000030768,Disp1,1,182847830,182867829,-,20000,11.2305336750579,0.320040078103853,NA,0.725059970350743,0.237817424716567,120,Tumour,120h
ENSMUSG00000030788,Rnf141,7,110392738,110412737,-,20000,42.4838494123828,0.85756259714904,0.284092569148723,-0.219683121973238,0.613560123547334,120,Tumour,120h
ENSMUSG00000030929,Eri2,7,119363054,119383053,-,20000,62.7379992635205,0.513910770801899,0.468601176515827,-0.345663242916019,0.358869599789217,120,Tumour,120h
ENSMUSG00000031295,Phka2,X,159374138,159394137,+,20000,149.793191594598,0.376388812097924,0.478075132812341,0.120125242834734,0.518127518118102,120,Tumour,120h
ENSMUSG00000031504,Rab20,8,11483518,11503517,-,20000,151.495359008362,1.11978204946846,0.229504314898784,0.564212698416808,0.240905755102902,120,Tumour,120h
ENSMUSG00000031575,Ash2l,8,26286024,26306023,-,20000,333.14683947247,-0.0414968853058645,0.930199151490524,-0.103252256910397,0.838947316493751,120,Tumour,120h
ENSMUSG00000031617,Tmem184c,8,78302611,78322610,-,20000,86.5128357090475,-0.264116303387099,0.498625903111526,-0.151621822039997,0.695392331565771,120,Tumour,120h
ENSMUSG00000031729,Ist1,8,110377957,110397956,-,20000,96.7136501394029,-0.0817152155114004,0.924121994036389,-0.200768370256673,0.447838797355499,120,Tumour,120h
ENSMUSG00000031813,Mvb12a,8,72000671,72020670,+,20000,17.7562290694274,0.0797871645957746,0.930559930748798,-0.358675218542818,0.418359761135968,120,Tumour,120h
ENSMUSG00000031962,Cdh15,8,123594137,123614136,+,20000,130.114728583362,0.680298154841889,0.366017488091271,-0.315634508001205,0.701337555203734,120,Tumour,120h
ENSMUSG00000032000,Birc3,9,7837059,7848699,-,11641,112.168049232942,0.61866151594591,0.32137869792157,0.564702538194008,0.279206595512494,120,Tumour,120h
ENSMUSG00000032300,1700017B05Rik,9,57140400,57160399,-,20000,29.5186507436032,0.597238300375945,0.540553234443028,0.846856285011092,0.155497444232371,120,Tumour,120h
ENSMUSG00000032590,Apeh,9,107956501,107962611,-,6111,31.340216931231,0.537560915864385,0.452523731820257,0.338471012070562,0.251498117159555,120,Tumour,120h
ENSMUSG00000032733,Snx33,9,56804477,56824476,-,20000,171.018837429845,0.689050581175844,0.271284607570803,0.313341728198769,0.283053339602582,120,Tumour,120h
ENSMUSG00000032870,Smap2,4,120808897,120825513,-,16617,24.7805913730734,0.775183857086009,0.383934001912262,0.791952179348557,0.172664623872912,120,Tumour,120h
ENSMUSG00000033319,Fem1c,18,46614813,46634812,-,20000,302.973345824816,0.541870381269145,0.50077495542049,0.301014332112549,0.317888866924717,120,Tumour,120h
ENSMUSG00000033355,Rtp4,16,23432973,23452972,+,20000,13.9396407090563,0.513248914482251,NA,0.249526874872375,0.676112276049421,120,Tumour,120h
ENSMUSG00000033446,Lpar6,14,73480735,73500734,+,20000,34.8417553802632,-0.102569294225513,0.856123690831876,-0.0756478210794058,0.822390336843553,120,Tumour,120h
ENSMUSG00000033554,Dph5,3,115722982,115742981,+,20000,227.676585642356,0.00386044967468535,0.99600614986944,-0.201169766152633,0.499738711978097,120,Tumour,120h
ENSMUSG00000033819,Ppp1r16a,15,76579120,76580932,+,1813,48.0413970028339,0.662697132793219,0.403831868929301,0.574315075546861,0.194634024767156,120,Tumour,120h
ENSMUSG00000033855,Ston1,17,88956125,88976087,+,19963,8.89912036114147,-0.765276822804869,NA,0.587689524183691,0.263850376785489,120,Tumour,120h
ENSMUSG00000033972,Zfp944,17,22536970,22556969,-,20000,58.8015401577539,0.468793304766948,0.509020524566704,-0.492822167053903,0.310641331202004,120,Tumour,120h
ENSMUSG00000034171,Faah,4,115833866,115853865,-,20000,7.99970288802516,1.94674821957176,NA,0.548181336419572,0.266213297633639,120,Tumour,120h
ENSMUSG00000034216,Vps18,2,119128935,119148934,+,20000,28.3893783190193,0.525512717072923,0.603736220867733,0.408677340764194,0.198386469118191,120,Tumour,120h
ENSMUSG00000034278,Dnajc17,2,118987516,119002980,-,15465,15.3552091460813,-1.20171215688353,NA,-0.255464738117094,0.60823593833172,120,Tumour,120h
ENSMUSG00000034459,Ifit1,19,34627410,34647409,+,20000,89.3812515752508,0.875993357838529,0.218248987023519,0.898916942380005,0.179980528098166,120,Tumour,120h
ENSMUSG00000034575,Tent4a,13,69626078,69646077,-,20000,30.7453520044417,0.428495048042681,0.65583980547498,0.386175517567356,0.341553385848733,120,Tumour,120h
ENSMUSG00000034620,Rxylt1,10,121894019,121914018,-,20000,307.859042845549,0.164193257851178,0.864201382183491,-0.260315891460645,0.508969471697755,120,Tumour,120h
ENSMUSG00000034765,Dusp5,19,53530863,53550862,+,20000,14.3540967135754,-0.212649324851612,NA,-0.0121225313595471,0.988469043383406,120,Tumour,120h
ENSMUSG00000034807,Colgalt1,8,72077556,72097555,+,20000,65.5552603003435,0.292001058740579,0.562662017401884,-0.0696565471781277,0.812315446930809,120,Tumour,120h
ENSMUSG00000035126,Dnai4,4,102884040,102895265,-,11226,24.5370818999693,0.874995693460263,0.265787623173139,0.0700689131675423,0.882678912244679,120,Tumour,120h
ENSMUSG00000035208,Slfn8,11,82882657,82892983,-,10327,251.12514174679,0.763479919640374,0.225530181567476,0.707855082592789,0.0713344130210277,120,Tumour,120h
ENSMUSG00000035365,Parpbp,10,87907294,87927293,-,20000,317.608223234269,0.394345913605077,0.509890924978681,-0.356006233286347,0.403092824033919,120,Tumour,120h
ENSMUSG00000035776,Cd99l2,X,70443666,70463665,-,20000,59.071684256109,-0.0380008661578243,0.940891549033895,-0.351176515629889,0.370273289838382,120,Tumour,120h
ENSMUSG00000035818,Plekhs1,19,56475158,56495157,+,20000,12.3109928219653,0.777354653114825,NA,0.326726402291975,0.639418537455818,120,Tumour,120h
ENSMUSG00000036111,Lmo1,7,108717779,108737778,-,20000,36.7913624403171,1.09626233663929,0.281283166639097,0.0484342943319552,0.931009583646013,120,Tumour,120h
ENSMUSG00000036334,Igsf10,3,59204156,59224155,-,20000,54.3168953340625,0.130660251336307,0.851050893069346,0.604002558321081,0.280931444601072,120,Tumour,120h
ENSMUSG00000036552,Ermard,17,15284113,15304112,+,20000,131.84438407913,0.148393438923329,0.823205011543002,-0.262665954213181,0.389774326448283,120,Tumour,120h
ENSMUSG00000036744,Or2ag2b,7,106420680,106440679,+,20000,114.940576786101,0.752586660580006,0.300728911790207,0.256825208666298,0.682149233225681,120,Tumour,120h
ENSMUSG00000036820,Amdhd2,17,24360570,24374806,-,14237,87.2077626167103,0.56781341987413,0.528161512000395,-0.0251450016945731,0.938972711268893,120,Tumour,120h
ENSMUSG00000036894,Rap2b,3,61275852,61295851,+,20000,143.94339875911,-0.0283644877236302,0.973375800610757,-0.206723711604785,0.51854756090062,120,Tumour,120h
ENSMUSG00000037025,Foxa2,2,147864797,147884796,-,20000,135.776049818531,1.48252887588451,0.141570358559367,0.741564509120311,0.270262492515301,120,Tumour,120h
ENSMUSG00000037075,Rnf139,15,58774240,58794239,+,20000,228.917686645964,0.0827374169428469,0.909949708629908,-0.257442552166839,0.489895228983446,120,Tumour,120h
ENSMUSG00000037355,Uvssa,5,33577099,33597098,+,20000,7.79307481402197,0.148138556249583,NA,0.47094455957638,0.266876051438793,120,Tumour,120h
ENSMUSG00000037486,Asxl2,12,3556848,3576847,+,20000,329.529511291247,0.00699114955638282,0.99430736153845,0.159574839862079,0.650056788894368,120,Tumour,120h
ENSMUSG00000037627,Rgs22,15,35989625,36009624,-,20000,8.96362551370279,1.88821225341849,NA,1.0462888103822,NA,120,Tumour,120h
ENSMUSG00000037674,Rfx7,9,72530112,72550111,+,20000,61.2411201550526,-0.254972193826999,0.591141195388187,0.215668685202708,0.577695281685287,120,Tumour,120h
ENSMUSG00000037730,Mynn,3,30674023,30694022,+,20000,47.2387602327616,-0.20740960616101,0.791408638215567,-0.413870135121179,0.328560526608672,120,Tumour,120h
ENSMUSG00000037761,Actr5,2,158481132,158501131,+,20000,109.313799950228,0.392418835981978,0.547570002187414,0.0348709152341975,0.885692849616479,120,Tumour,120h
ENSMUSG00000037773,Pced1a,2,130239603,130259602,-,20000,35.3636379395734,0.349602343281002,0.630988312855674,-0.0364786698752351,0.894318212848074,120,Tumour,120h
ENSMUSG00000037904,Ankrd9,12,110922861,110942860,-,20000,91.4937144627859,0.306715026401358,0.621075565921063,0.332891326141751,0.336532035955257,120,Tumour,120h
ENSMUSG00000037957,Wdr20,12,110761463,110781462,+,20000,274.809760379275,0.266960823759791,0.632092627004768,-0.176680944428804,0.543392401576631,120,Tumour,120h
ENSMUSG00000038055,Dexi,16,10300395,10320394,-,20000,15.3458646778844,1.31187164477407,NA,0.0512323832296509,0.899436901708927,120,Tumour,120h
ENSMUSG00000038068,Rnf144b,13,47401468,47421467,+,20000,3.82137464804198,0.571026536694041,NA,0.191639457169044,0.803896132853817,120,Tumour,120h
ENSMUSG00000038542,Pcid2,8,13107189,13127188,-,20000,20.9470541040758,1.21207763167854,0.228718551800298,0.30641722612423,0.400286838980055,120,Tumour,120h
ENSMUSG00000038612,Mcl1,3,95570488,95590487,+,20000,509.75766784771,0.57321149761963,0.5708032916617,-0.281326773048738,0.554170014792387,120,Tumour,120h
ENSMUSG00000038876,Rnf146,10,29200174,29220173,-,20000,199.509072085488,0.0240272013533253,0.975011056110007,0.0884945737393174,0.719438148501659,120,Tumour,120h
ENSMUSG00000038914,Dido1,2,180284502,180299756,-,15255,36.7391898783451,-0.0873788726707358,0.918751663251453,0.394076008982889,0.382810534304759,120,Tumour,120h
ENSMUSG00000039156,Stim2,5,54278400,54298399,+,20000,15.553764189453,0.0279305560037066,NA,0.397582492913043,0.263847881480024,120,Tumour,120h
ENSMUSG00000039191,Rbpj,5,53814705,53834704,+,20000,62.5628946482643,0.553006643852419,0.487066000899991,0.259527810534911,0.32204066889245,120,Tumour,120h
ENSMUSG00000039208,Metrnl,11,121607133,121627132,+,20000,23.31563652667,1.2596552713666,0.263818852517186,0.420721316487588,0.449549498921295,120,Tumour,120h
ENSMUSG00000039515,Ptpa,2,30337818,30357817,+,20000,130.882114925529,0.895749868154504,0.384406309564551,-0.0580800593282287,0.836754079683068,120,Tumour,120h
ENSMUSG00000039568,Ubald1,16,4672642,4692641,-,20000,216.861254479357,0.893544058758014,0.296303378236958,0.58650444330274,0.220644793271511,120,Tumour,120h
ENSMUSG00000039738,Slx4,16,3783505,3796986,-,13482,10.2619084817201,0.531657423289587,NA,0.629150262644422,0.34051529224525,120,Tumour,120h
ENSMUSG00000039753,Fbxl5,5,43881958,43901957,-,20000,116.156766213101,0.0276104146118317,0.971375755607108,-0.639408759929651,0.264164247816141,120,Tumour,120h
ENSMUSG00000039813,Tbc1d2,4,46584390,46604389,-,20000,93.8764011264888,1.24035350625748,0.214684237510923,0.215646076733412,0.737003139086359,120,Tumour,120h
ENSMUSG00000039826,Trub2,2,29646122,29666121,-,20000,172.705218065444,0.21238461008517,0.703751642843953,-0.824525539299496,0.218764532003418,120,Tumour,120h
ENSMUSG00000039831,Arhgap29,3,121810403,121830402,+,20000,143.516562990517,1.00152905647283,0.20687619833011,0.431402252575756,0.482895581937378,120,Tumour,120h
ENSMUSG00000040247,Tbc1d10c,19,4225479,4234355,-,8877,4.81964519608396,0.455444429484383,NA,0.249614305548846,0.67191399323369,120,Tumour,120h
ENSMUSG00000040374,Pex2,3,5605248,5625247,-,20000,48.1845075855078,-0.291329543338203,0.711994496453395,-0.701548912465701,0.300842101158389,120,Tumour,120h
ENSMUSG00000040532,Abhd11,5,135041030,135052335,+,11306,24.4419509451605,0.841069673318679,0.237940062084046,-0.264108653006717,0.428139201309358,120,Tumour,120h
ENSMUSG00000040747,Cd53,3,106647237,106667236,-,20000,24.7912251917547,0.157733467351653,0.843627884868091,0.496097539479963,0.297232617886632,120,Tumour,120h
ENSMUSG00000040857,Erf,7,24937277,24941985,-,4709,22.4866613261484,0.630708189851369,0.461360108852521,0.395973740574211,0.401514021743031,120,Tumour,120h
ENSMUSG00000041124,Msantd4,9,4386871,4406870,+,20000,57.1852626602999,0.0398177340322818,0.948476000992947,-0.497064201503956,0.324635859226718,120,Tumour,120h
ENSMUSG00000041362,Shtn1,19,58941928,58961927,-,20000,40.992710919746,0.747231261770331,0.365228318966253,0.790800073108574,0.261268119004948,120,Tumour,120h
ENSMUSG00000041390,Mdfic,6,15802165,15822164,+,20000,284.293659975095,0.10187406400085,0.912362611687345,-0.0339197961392612,0.926441913513894,120,Tumour,120h
ENSMUSG00000041645,Ddx24,12,103354242,103374241,-,20000,68.3026728086315,0.658896257198518,0.190044036422558,0.310909166527548,0.279886399171269,120,Tumour,120h
ENSMUSG00000041954,Tnfrsf18,4,156113349,156133348,+,20000,21.6426112843459,0.00603408862725,0.99597036315441,0.132131575376945,0.86644327783859,120,Tumour,120h
ENSMUSG00000042063,Zfp386,12,116026981,116041347,+,14367,235.858193807577,-0.456152305027771,0.25731227646928,-0.324102021684269,0.315787791736033,120,Tumour,120h
ENSMUSG00000042111,Ccdc115,1,34455751,34475750,-,20000,623.474758495291,0.951746852250471,0.256824542238736,-0.772551067404439,0.266742342192854,120,Tumour,120h
ENSMUSG00000042228,Lyn,4,3791614,3811613,+,20000,53.564956590295,1.33690146355103,0.228718551800298,0.687721726917229,0.0816649439988197,120,Tumour,120h
ENSMUSG00000042350,Arel1,12,84944924,84964923,-,20000,30.2490225119357,0.785169483867072,0.307624670394206,0.623397121950188,0.172498832986217,120,Tumour,120h
ENSMUSG00000042514,Klhl14,18,21663436,21683435,-,20000,34.0451153611471,-0.0703450870215888,0.942232635866723,0.401283499193609,0.398940904491308,120,Tumour,120h
ENSMUSG00000042772,Smg7,1,152692747,152712746,-,20000,64.4179181715255,0.564617903813739,0.340363467088947,0.438077288700027,0.31299183202829,120,Tumour,120h
