gene_id,gene_name,runon_chr,runon_strand,runon_start,runon_end,runon_base_mean,runon_log2FC,runon_padj,dose_v_0,gene_log2FC,gene_padj
ENSG00000189057,FAM111B,11,+,59127413,59137412,205.701872989232,1.26741710745836,0.00157691434890791,30,0.589070102670497,0.270636092700092
ENSG00000189241,TSPYL1,6,-,116254858,116274857,188.332817657457,0.650724247033392,0.0497398364797194,30,0.0470974235595982,0.813186587441749
ENSG00000189431,RASSF10,11,+,13012120,13029119,110.102594566203,-0.181613966242931,0.818752703936077,30,-0.545604994757176,0.0039135108739853
ENSG00000196247,ZNF107,7,+,64711578,64721577,23.7726179126772,1.84879597255088,NA,30,0.44530009846488,0.419646129590657
ENSG00000196371,FUT4,11,+,94549896,94566895,48.4610644894414,-0.164552373777529,0.772522439989148,30,-0.0379191855520624,0.86178032968252
ENSG00000196652,ZKSCAN5,7,+,99534701,99550700,174.223890992748,0.787864917183858,0.00133418375445453,30,0.217400491771574,0.101126039617231
ENSG00000196981,WDR5B,3,-,122400846,122411845,110.852445449964,0.732102243527134,0.0170195218030683,30,0.298849011641105,0.0335410476148498
ENSG00000197008,ZNF138,7,+,64833681,64844680,7.38280651078771,-1.10474457997489,NA,30,0.804740829612167,0.0609277268063811
ENSG00000197024,ZNF398,7,+,149183043,149195042,354.993756172318,0.385563543905593,0.280167318238448,30,-0.464012087642283,0.217719353019231
ENSG00000197119,SLC25A29,14,-,100276116,100291115,200.957502008691,0.118600767410299,0.722627727844625,30,0.0821957103596198,0.743998103970039
ENSG00000197147,LRRC8B,1,+,89597862,89627861,28.9265924964194,0.277996971960493,NA,30,0.146298384724984,0.559383933994238
ENSG00000197362,ZNF786,7,-,149050641,149069640,202.145239797256,0.251956928217818,0.422332460572374,30,-0.181538345726985,0.234316722993976
ENSG00000198039,ZNF273,7,+,64930982,64944981,219.633822730566,1.12424945443784,0.000151305427360834,30,0.61004439965625,0.0538773496496876
ENSG00000198081,ZBTB14,18,-,5279022,5289021,161.709649520887,0.522748218075204,0.110117603374193,30,0.108990767909508,0.471533948406106
ENSG00000198169,ZNF251,8,-,144710909,144720908,15.8565274355473,0.273962472099791,NA,30,-0.278197011821251,0.43667582296054
ENSG00000198205,ZXDA,X,-,57816430,57905429,195.705252377401,1.01688814704482,0.0166862139231015,30,-0.130534078731161,0.540027892396798
ENSG00000198799,LRIG2,1,+,113132261,113144260,33.7524074236753,-0.0883405486418051,NA,30,0.125103547441388,0.213908701304161
ENSG00000205730,ITPRIPL2,16,+,19121630,19141629,34.1114045289677,0.229487714612971,NA,30,-0.352173663920252,0.106816840869637
ENSG00000212747,RTL8B,X,-,135006513,135020512,64.1020199580774,-0.0877247451535385,0.869083722754476,30,-0.271576299980935,0.478496213548627
ENSG00000213096,ZNF254,19,+,24129969,24167968,118.141253824961,0.124782658662291,0.828275749536452,30,0.853232906291458,0.0667804072635001
ENSG00000236287,ZBED5,11,-,10834706,10852705,139.507627312682,0.468135586977278,0.228921392026025,30,0.135892771348412,0.65051656865552
ENSG00000243660,ZNF487,10,+,43483182,43495181,41.8564576560022,0.25695260351884,NA,30,-0.149142195628679,0.676286555675154
ENSG00000247626,MARS2,2,+,197708396,197748395,96.5840826580167,0.335400975165843,0.690396077312413,30,0.0891018741882622,0.455425965404776
ENSG00000254535,PABPC4L,4,-,134144333,134196332,63.0757818263002,0.873609781610667,0.107583792095212,30,0.309134955310765,0.405114316708008
ENSG00000256671,LIMS4,2,-,110345883,110445882,4165.85701161164,0.117810334019407,0.42484264140851,30,0.309276952142418,0.554543020403387
ENSG00000256977,LIMS3,2,+,109925626,110025625,4041.537551089,0.150861172397903,0.201933089658465,30,-0.271866523690254,0.886894966906322
ENSG00000261221,ZNF865,19,+,55617270,55628269,60.2656005609604,0.231915437522401,0.646035859356427,30,-0.307611709306245,0.266374117449924
ENSG00000272602,ZNF595,4,+,88209,102208,460.949204060801,0.815440145043073,1.48502489383625e-05,30,0.384828435904174,0.0933501545125597
ENSG00000273983,H3C8,6,-,26250918,26270917,563.084887367479,0.0195815128591456,0.951778917546442,30,-0.0307284553176849,0.919924574194481
ENSG00000275342,PRAG1,8,-,8303736,8317735,61.0616681468806,0.0734232764468981,0.918908556610266,30,-0.834059699162623,0.139823022770892
ENSG00000288709,F8A2,X,+,155383802,155417801,80.5308198483342,-0.333933197737835,0.47240404387471,30,-0.120928724870933,0.597860208622265
ENSG00000291237,SOD2,6,-,159605069,159669068,171.716594372623,0.228194091037616,0.587195879204896,30,-0.110659450438645,0.63264292631008
ENSG00000001167,NFYA,6,+,41102404,41151403,155.59591020685,0.283982688030702,0.441704596009681,100,-0.730179054063726,0.0845342531991794
ENSG00000013392,RWDD2A,6,+,83198936,83208935,15.2209780730177,-0.103507201651119,NA,100,-0.0566502741742027,0.844388039350031
ENSG00000013588,GPRC5A,12,+,12917938,12998937,683.449410609695,-0.0858895556779361,0.830265989714582,100,-0.508517249674784,0.048208718116622
ENSG00000019995,ZRANB1,10,+,124988190,125003189,99.8275965840558,0.4122440673303,0.170936778298105,100,-0.185779063359053,0.250858886049201
ENSG00000026103,FAS,10,+,89017060,89039059,62.2529127375105,-0.0816920331769443,0.912926749774234,100,0.140022863847295,0.5761555079549
ENSG00000043093,DCUN1D1,3,-,182917074,182938073,147.550530161137,-0.0947559015018667,0.862187795697641,100,0.0758548617411316,0.86742701099804
ENSG00000051009,FHIP1B,11,-,6198345,6211344,39.9083815859579,-0.308814594363932,0.616499226264619,100,0.12665962068302,0.481541723672173
ENSG00000065559,MAP2K4,17,+,12143829,12158828,65.5559179567444,0.749964565720221,0.0852192448465676,100,-0.0549776067463099,0.686052128803334
ENSG00000065883,CDK13,7,+,40099581,40125580,107.923568988734,0.278387725997157,0.447186909364646,100,-0.0373290553882209,0.841505147366821
ENSG00000066697,MSANTD3,9,+,100451735,100462734,157.036925027582,-0.267727972475073,0.493488972688902,100,-0.0947156041251165,0.568322474785645
ENSG00000068354,TBC1D25,X,+,48562610,48572609,33.0584018234063,-0.959264996307928,0.594494148001075,100,-0.422280317215214,0.274284824572117
ENSG00000072864,NDE1,16,+,15726354,15743353,61.5569299857213,0.0904871269528807,0.867838066874858,100,-0.528415749817519,2.68392027993011e-06
ENSG00000075426,FOSL2,2,+,28417318,28435317,110.370861653075,-0.107688341327639,0.860750409248697,100,-0.232885460528269,0.117591773469919
ENSG00000076053,RBM7,11,+,114410608,114438607,292.854965714226,0.506050209448208,0.113631047026919,100,0.0120441097660595,0.959608541367066
ENSG00000078269,SYNJ2,6,+,158099177,158116176,80.065146437477,-0.0661555361081363,0.899927797258984,100,-0.0977810482274314,0.712084292651852
ENSG00000079999,KEAP1,19,-,10474125,10486124,129.353461913217,0.570498262246894,0.00682597072602737,100,0.179288314694257,0.173577847115657
ENSG00000082516,GEMIN5,5,-,154870411,154887410,199.906144447502,0.556276202413124,0.156851842138189,100,-0.0367510816301769,0.859303284002468
ENSG00000096654,ZNF184,6,-,27433747,27450746,65.3650139591724,0.219861364593859,0.648268518640033,100,0.283501694870246,0.238135805840368
ENSG00000097096,SYDE2,1,-,85144889,85156888,238.978643563888,-0.0677417886458151,0.890097217533307,100,0.0014246803812538,0.997456387099248
ENSG00000102390,PBDC1,X,+,76178315,76244314,1703.70181610246,0.31980406204207,0.282273411897121,100,-0.0174319920868001,0.948211172010479
ENSG00000102606,ARHGEF7,13,+,111305733,111319732,29.0719799655957,-0.587403388598961,0.282174067251643,100,-0.949987751061207,0.0259471854342878
ENSG00000103222,ABCC1,16,+,16143054,16166053,54.9599215192929,0.307334039839715,0.595265666406201,100,-1.01354444122251,0.111239937796875
ENSG00000103404,USP31,16,-,23051406,23061405,6.63607514719497,0.397500971091775,NA,100,-0.0961087952422037,0.603718368360368
ENSG00000103550,KNOP1,16,-,19680937,19701936,330.934010217388,0.702480241842902,0.000172420806492436,100,0.480364036450202,1.52115680885777e-05
ENSG00000104432,IL7,8,-,78718772,78732771,54.2512726906051,0.606540014802353,0.269758244483113,100,0.386195262790627,0.28719258341079
ENSG00000105875,WDR91,7,-,135170839,135183838,73.7509418312885,-0.115682263519955,0.861099843109769,100,-0.189841492623993,0.167626042438888
ENSG00000107951,MTPAP,10,-,30292801,30309800,204.293775575503,0.452695321089714,0.168298680212247,100,-0.172488964143747,0.608668772078514
ENSG00000107984,DKK1,10,+,52317658,52327657,1043.9540312846,0.296078381731267,0.0670350035924562,100,-0.525111200062874,0.000111724379415378
ENSG00000108219,TSPAN14,10,+,80522632,80537631,73.5090080376067,0.272798247307172,0.465002410170491,100,-0.518863082944678,0.0533950262214221
ENSG00000108826,MRPL27,17,-,50346867,50367866,290.56934598336,0.612993644619444,0.0029062997712539,100,0.545454431680524,0.000764081318934339
ENSG00000109381,ELF2,4,-,139015265,139057264,374.570947452626,0.193028097558704,0.644515995380247,100,0.0910933290874144,0.563660860228641
ENSG00000109861,CTSC,11,-,88278592,88293591,43.76571138286,-0.0479133103797212,0.951884111196449,100,0.0961056088426202,0.251760549581306
ENSG00000110218,PANX1,11,+,94181969,94198968,808.229620938019,-0.0324837626600331,0.943621547236116,100,0.194886606262308,0.315699958430579
ENSG00000111530,CAND1,12,+,67319954,67384953,69.8015016590683,0.527409918346474,0.4201555216719,100,0.0457458505245515,0.815105772219774
ENSG00000111846,GCNT2,6,+,10629369,10655368,50.0130372216395,0.32193904602921,0.483359203406647,100,-0.315935319389162,0.0411377488592126
ENSG00000111877,MCM9,6,-,118783455,118813454,103.808229469312,-0.122405714036119,0.88526138554532,100,-0.201102831081656,0.405920538868933
ENSG00000112773,TENT5A,6,-,81645730,81745729,282.738281027863,0.366638669938869,0.441704596009681,100,-0.4363776828766,0.0066875751141712
ENSG00000113209,PCDHB5,5,+,141138616,141149615,40.0754156078645,-0.0684246263889086,0.914717198070916,100,-0.10656128207036,0.658168432155563
ENSG00000114019,AMOTL2,3,-,134342347,134355346,224.234955152919,0.329622214768302,0.121421723620133,100,-0.0525200238040998,0.709495528052959
ENSG00000115170,ACVR1,2,-,157658446,157736445,139.83740487544,-0.0765256850579206,0.906449680707252,100,-0.738568983080425,0.0921973501579169
ENSG00000116157,GPX7,1,+,52609052,52629051,72.0080300251906,0.686240438874601,0.0235950667415533,100,0.578050408747982,4.51275298589324e-06
ENSG00000116285,ERRFI1,1,-,8000727,8011726,46.1601304110291,0.28916658020289,0.506681191111648,100,-0.359766472972303,0.0486413566539117
ENSG00000116903,EXOC8,1,-,231322753,231332752,448.244948742814,0.260249146692228,0.615511210536008,100,-0.447687637870094,0.375468363974793
ENSG00000118482,PHF3,6,+,63726012,63772011,78.9126454727202,0.979524027735377,0.0745562788926034,100,-0.197067090625036,0.730996200019605
ENSG00000119401,TRIM32,9,+,116701300,116731299,329.579181943108,0.146853260061959,0.769235611681627,100,-0.50255933918197,0.156029521724642
ENSG00000120327,PCDHB14,5,+,141227760,141243759,28.5939668882869,0.0892752937919605,0.913979760211334,100,-0.517562757108919,0.426147603801238
ENSG00000120889,TNFRSF10B,8,-,22988133,23020132,176.050737709587,0.126425774856935,0.65558011498509,100,0.101386108282797,0.497974987950647
ENSG00000121858,TNFSF10,3,-,172490508,172505507,99.562884988699,0.499278968541339,0.08803666591789,100,0.226425659154542,0.346733905018113
ENSG00000121903,ZSCAN20,1,+,33501644,33515643,28.8176205764351,0.384318206258739,0.623846850734542,100,-0.0646767263818268,0.806758613431247
ENSG00000124459,ZNF45,19,-,43888624,43912623,168.173241406367,0.713560119872054,0.0267469949080977,100,0.254829738863495,0.0486281458415438
ENSG00000124575,H1-3,6,-,26217212,26234211,292.600324492028,0.344704000265368,0.151097847017434,100,0.22180643717643,0.319090679112268
ENSG00000125378,BMP4,14,-,53934736,53949735,58.2307361735462,0.412248865075126,0.313673765904221,100,0.390126245395879,0.0256275604553728
ENSG00000126804,ZBTB1,14,+,64524952,64539951,569.518673114438,0.865192642209175,0.0222921083130269,100,0.244549634874144,0.272208709501014
ENSG00000126822,PLEKHG3,14,+,64750250,64766249,128.716242109215,0.187413954499548,0.629341911754226,100,0.0660587838563567,0.582721393749286
ENSG00000127080,IPPK,9,-,92603183,92613182,33.6919535880152,0.273095255082287,0.608668772078514,100,-0.0564458189756497,0.7408333886874
ENSG00000127081,ZNF484,9,-,92809182,92844181,394.678134785954,0.477160749360679,0.185531874626777,100,0.0663859409942099,0.881418902191829
ENSG00000128567,PODXL,7,-,131481271,131500270,80.8577894490801,0.0623403625718098,0.912926749774234,100,-0.47036506236607,0.443764483571605
ENSG00000128590,DNAJB9,7,+,108574851,108586850,14.5615483408511,1.06984539768965,NA,100,-0.774484153977325,0.162596205090267
ENSG00000131115,ZNF227,19,+,44237269,44256268,79.9967567047598,0.525481340767954,0.128634371356236,100,0.316739712491463,0.158687164856374
ENSG00000132436,FIGNL1,7,-,50418133,50444132,993.631638408929,0.332894101212782,0.255875754283402,100,0.326412509114234,0.125154157239074
ENSG00000134013,LOXL2,8,-,23278897,23296896,46.9879513111402,-0.325576139942539,0.531494081225059,100,-0.981337588297887,0.00441617814155784
ENSG00000134247,PTGFRN,1,+,116990354,117001353,27.2074106604647,-0.0852814493023281,0.927894974210045,100,-0.0619927360257706,0.817418147822878
ENSG00000135069,PSAT1,9,+,78330094,78346093,10.5223943763678,0.821764527841224,NA,100,-0.00439409107622979,0.983732956919187
ENSG00000135083,CCNJL,5,-,160231083,160249082,73.8092856285883,0.208133304712496,0.712110374576396,100,0.13193680235594,0.353637909959077
ENSG00000135373,EHF,11,+,34663289,34722288,64.6608967373938,0.417710810236458,0.327738907316836,100,-0.246603111663556,0.278951257329019
ENSG00000135679,MDM2,12,+,68845545,68861544,104.206132534351,0.8951234599599,0.000562051173635722,100,-0.105318944897913,0.688991033561901
ENSG00000135763,URB2,1,+,229660201,229677200,88.7188418039201,-0.0030655253635663,0.997456387099248,100,-0.112911278829539,0.299828277430873
ENSG00000137338,PGBD1,6,+,28302550,28332549,135.256648093684,0.111115093824476,0.889195366353323,100,0.200383686111559,0.0612350423797971
ENSG00000137393,RNF144B,6,+,18468871,18480870,25.9300576242355,0.338325785893244,0.659984028914516,100,0.232767970372183,0.0313921033430333
ENSG00000137492,THAP12,11,-,76336956,76349955,91.7678916657025,0.230074260063249,0.573670845443266,100,0.366488669750178,0.0139795657735355
ENSG00000137962,ARHGAP29,1,-,94143905,94168904,344.894222074239,0.672050705990887,0.0552488410333663,100,-0.324424891588269,0.401557185672287
ENSG00000138166,DUSP5,10,+,110511534,110544533,253.130186317432,-0.394098010524588,0.411038622003766,100,-0.47000393126985,0.00948647734905407
ENSG00000139174,PRICKLE1,12,-,42445757,42456756,39.1575639789938,-0.0617698023310975,0.934325996363261,100,-0.54144109185646,0.139738218045802
ENSG00000139990,DCAF5,14,-,69038881,69050880,46.9108006467491,0.0846407366235928,0.912594663108446,100,-0.372614843503385,0.0952001400911068
ENSG00000140406,TLNRD1,15,+,81005789,81105788,596.073356553008,0.0756396331859441,0.882738717458027,100,-0.135414925226368,0.261732247822598
ENSG00000140836,ZFHX3,16,-,72770885,72782884,29.2726455015738,0.462227485163448,0.487516107495559,100,-0.964054222011381,0.159786588429563
ENSG00000141642,ELAC1,18,+,50988122,51007121,35.5386327779363,0.264326648416436,0.731136027642715,100,-0.0211952074857615,0.948349075731921
ENSG00000142149,HUNK,21,+,32004065,32014064,6.45460917638446,1.28320232592648,NA,100,-0.728189370092561,0.0825655276767339
ENSG00000142864,SERBP1,1,-,67378810,67407809,209.671825615869,0.400317066275468,0.177495854639993,100,-0.429544665158953,0.159636356158765
ENSG00000143079,CTTNBP2NL,1,+,112461165,112489164,70.5185542136213,-0.205185259509519,0.789963597422267,100,-0.587609844457131,0.209704050721262
ENSG00000143315,PIGM,1,-,160011953,160024952,10.1895564304162,3.58431735482466,NA,100,0.00109234722203973,0.997008206117357
ENSG00000143457,GOLPH3L,1,-,150636230,150646229,108.996494788056,0.33163732102167,0.197129746998058,100,0.434608592545323,1.13095679603578e-06
ENSG00000144815,NXPE3,3,+,101828232,101849231,106.967073932852,0.431336185708425,0.288099017835248,100,0.248361900609246,0.00186255515714748
ENSG00000145014,TMEM44,3,-,194576678,194587677,39.9074560044079,0.0417298237823029,0.945084808661158,100,-0.134667505485042,0.631956388931011
ENSG00000145365,TIFA,4,-,112262537,112274536,74.1477206657576,0.412300794785462,0.239461947963799,100,0.410887869915061,0.000393819270085101
ENSG00000145632,PLK2,5,-,58440982,58453981,170.400427930601,0.300257154869483,0.420582943325315,100,-0.204311430006365,0.0333215543681316
ENSG00000145919,BOD1,5,-,173586145,173607144,100.606231445039,-0.25194274142426,0.606138765119763,100,-0.0793506233026573,0.586626349491993
ENSG00000146242,TPBG,6,+,82367421,82467420,465.197740378897,0.292033935514096,0.472076456002616,100,-0.212387156268833,0.129278256266842
ENSG00000146278,PNRC1,6,+,89085161,89111160,100.848376518891,0.874894529122281,0.0088321069030456,100,-0.00521326318680031,0.972557655385252
ENSG00000146648,EGFR,7,+,55211629,55224628,69.3013970094905,-0.316862007110928,0.573238444011829,100,-1.4115272989785,0.0350575519724424
ENSG00000146802,TMEM168,7,-,112751377,112762376,15.1168517910771,1.26297154896791,NA,100,-0.354809704370359,0.207896472308516
ENSG00000147124,ZNF41,X,-,47425178,47445177,60.4232439628789,1.16449221001436,0.00741605449408484,100,0.300434302703593,0.0842739620744844
ENSG00000147454,SLC25A37,8,+,23575464,23608463,53.8175252926019,0.567706770201511,0.282273411897121,100,-0.240921730956952,0.0140640149707748
ENSG00000147650,LRP12,8,-,104467236,104489235,85.5783898015964,0.60474921606329,0.139480803493844,100,0.231135041694138,0.101111493230843
ENSG00000147679,UTP23,8,+,116774685,116791684,34.6236401740336,0.529019288428032,0.262749852298646,100,0.219659121187527,0.528689070718336
ENSG00000148019,CEP78,9,+,78279691,78292690,25.5567054590898,0.286865231053742,0.746468422592442,100,-0.00511470079573125,0.986223905591104
ENSG00000148120,AOPEP,9,+,95087160,95115159,176.819869896928,0.234370389321459,0.377251548166271,100,0.33303416255746,0.0271277214233823
ENSG00000148429,USP6NL,10,-,11440510,11460509,156.096224121607,-0.0824508252136415,0.906036207267842,100,0.0912322794640985,0.499647434326922
ENSG00000148773,MKI67,10,-,128076659,128096658,145.366941025256,0.0205649790851654,0.978357134540804,100,-1.69306955391106,0.104186182538302
ENSG00000149218,ENDOD1,11,+,95132646,95159645,274.882040595718,0.440888473595689,0.0623912911926309,100,0.511582339163694,8.20995581875385e-12
ENSG00000149418,ST14,11,+,130210363,130220362,24.6282756915011,-0.277818340598556,0.756665164367121,100,0.298837136375779,0.0497749028122949
ENSG00000151014,NOCT,4,+,139045940,139061939,245.31296285709,0.154036906384702,0.723576841053912,100,0.254993000867124,0.28359006003322
ENSG00000152457,DCLRE1C,10,-,14886613,14904612,206.778919896736,0.642308750467641,0.106339577144634,100,0.123149785636915,0.605364265744621
ENSG00000152977,ZIC1,3,+,147416720,147476719,101.535258182838,-0.156085391047235,0.768280791912241,100,0.179714703733448,0.243788122752136
ENSG00000152990,ADGRA3,4,-,22356376,22387375,76.9355142871618,0.0198941741512669,0.980582634926501,100,-0.390204987409786,0.105493262407988
ENSG00000153037,SRP19,5,+,112869789,112911788,344.160726238728,0.497587125137748,0.0224987892226698,100,0.17223300731288,0.324361822353818
ENSG00000154265,ABCA5,17,-,69229311,69244310,7.96704194879228,-0.816416182410218,NA,100,0.185712889355,0.548587804658146
ENSG00000154447,SH3RF1,4,-,169037259,169094258,182.860906685897,0.434727057101986,0.142616245793076,100,-0.173353385335777,0.609628432321722
ENSG00000155275,TRMT44,4,+,8476556,8496555,73.250483763265,0.147209896272439,0.769648681690897,100,0.405779736888545,0.00736139412964072
ENSG00000155666,KDM8,16,+,27221769,27236768,34.3246366280152,0.398200443762841,0.401747432898449,100,-0.166810582913795,0.505402671357006
ENSG00000157540,DYRK1A,21,+,37526359,37551358,44.6265293741235,0.018457624905273,0.978019494711779,100,-0.0435058131599137,0.634650303588603
ENSG00000157654,PALM2AKAP2,9,+,110172513,110182512,23.9365783660779,0.259384442556635,0.703991889934576,100,-0.879028568578992,0.077622290251386
ENSG00000158615,PPP1R15B,1,-,204379381,204403380,660.530824855353,0.605189140041574,0.0181775754343461,100,-0.0719232008296573,0.654857234024002
ENSG00000158636,EMSY,11,+,76553032,76570031,59.6310735902825,0.493096784783715,0.438687469215738,100,-0.377289206623169,0.256068156542458
ENSG00000162616,DNAJB4,1,+,78017965,78030964,128.539298405337,0.623151114795014,0.055586700603798,100,0.0634370199413807,0.869136782134723
ENSG00000162924,REL,2,+,60931613,60957612,262.375908524773,0.194326842564665,0.704237240900344,100,-0.319224374742978,0.465340062224568
ENSG00000163235,TGFA,2,-,70433284,70447283,43.0775645290547,-0.0465168778073746,0.949764196376435,100,-0.132473899370225,0.288546974925244
ENSG00000163545,NUAK2,1,-,205291063,205302062,29.1717052202679,1.00168638718198,0.0740540037938268,100,-0.27591466918302,0.362644771062359
ENSG00000163684,RPP14,3,+,58320194,58332193,750.78584373114,0.712590396669834,2.11833775918002e-10,100,0.297000348933308,0.00026691162932901
ENSG00000163866,SMIM12,1,-,34777362,34850361,159.430715462994,0.616550143465783,0.0289638669067673,100,-0.0455088278852262,0.741031661861158
ENSG00000164219,PGGT1B,5,-,115193012,115204011,33.4761608604634,0.501850975874565,0.502569870089412,100,0.244382524064702,0.33828468583764
ENSG00000164465,DCBLD1,6,+,117549798,117562797,20.574677213743,0.534735810644442,0.51158469808887,100,0.109933718847575,0.586885028243347
ENSG00000164823,OSGIN2,8,+,89927889,89937888,42.389155718865,0.576910058368482,0.394786584341366,100,0.440273830665775,0.00783246974699725
ENSG00000165300,SLITRK5,13,+,87679617,87690616,10.2542677499913,0.287689426841527,NA,100,-0.166849690529219,0.791241537818197
ENSG00000166439,RNF169,11,+,74842414,74921413,548.259283027875,-0.152127452391869,0.693567688430402,100,-0.322450368434609,0.23429901251549
ENSG00000167173,C15orf39,15,+,75212170,75233169,93.9457668470524,0.204643982782962,0.690334741641189,100,-0.346152324180883,0.560376979516116
ENSG00000167193,CRK,17,-,1400693,1420692,77.7587868506695,0.466118463279831,0.214519881935527,100,0.293310525962555,0.0165094205329526
ENSG00000167384,ZNF180,19,-,44464443,44474442,50.0629216833988,1.18198609572892,0.0289546041585628,100,0.144797953279122,0.688491888921349
ENSG00000167637,ZNF283,19,+,43852018,43874017,67.9844218618131,0.328575782454819,0.556594922921997,100,0.211513482437062,0.481383436458206
ENSG00000168214,RBPJ,4,+,26434924,26453923,60.5095223766008,-0.0633541739985402,0.928338210987742,100,-0.351668827253394,0.280016720511285
ENSG00000168264,IRF2BP2,1,-,234585269,234604268,198.110050217479,0.258825626783989,0.296797117217087,100,-0.0244769097024575,0.919419261423707
ENSG00000168556,ING2,4,+,183512430,183523429,26.2347762506889,-0.402197397175556,0.632649749547934,100,0.275875983567964,0.163633859914244
ENSG00000168792,ABHD15,17,-,29546547,29560546,150.556865379023,0.439684299412606,0.0507909056709155,100,0.225434964438019,0.144031896350649
ENSG00000169018,FEM1B,15,+,68295863,68305862,117.335766915437,0.119999695957069,0.653032663944775,100,0.202699487917425,0.169722754740301
ENSG00000169047,IRS1,2,-,226718312,226731311,12.4692169717608,1.09440035207979,NA,100,-0.509927552373208,0.0601356655836316
ENSG00000169252,ADRB2,5,+,148828624,148855623,55.0483783895228,-0.128125930171359,0.854630114140442,100,-0.313203746762824,0.125764291302311
ENSG00000169981,ZNF35,3,+,44660792,44670791,170.484943214746,0.429554397173239,0.117417778055309,100,0.351370872121714,0.0344769566027396
ENSG00000170631,ZNF16,8,-,144919358,144930357,89.767666813071,-0.232599723602367,0.633525899812171,100,0.189710414940358,0.192884495032353
ENSG00000170745,KCNS3,2,+,17932959,17943958,41.2916016173825,-0.562516046851467,0.458594867403407,100,0.293887373707885,0.159219870780904
ENSG00000170846,NA,4,+,6676048,6687047,18.4144200557935,-0.0996902998515666,NA,100,0.0178598822627036,0.93800106429645
ENSG00000170881,RNF139,8,+,124488619,124505618,224.765922916311,0.476176324889014,0.0331292222148097,100,0.22244959364864,0.0778201385338558
ENSG00000170903,MSANTD4,11,-,105969899,106007898,288.969728570093,-0.0699523534317034,0.8924937159334,100,0.252767749853084,0.323954644939517
ENSG00000171316,CHD7,8,+,60868029,60882028,31.7387364259013,-0.677778346113321,0.264491412606294,100,-0.807855011983565,0.100083720531285
ENSG00000171823,FBXL14,12,-,1555993,1565992,2.51989890386605,1.21128854565695,NA,100,0.216657093466555,0.355594778837954
ENSG00000172315,TP53RK,20,-,46652365,46684364,121.949172363138,0.489843287161202,0.0565401701286121,100,0.411578328210869,0.00101672436690383
ENSG00000172738,TMEM217,6,-,37202181,37212180,14.568561948763,0.0532118114579764,NA,100,-0.121176329315841,0.541606923129111
ENSG00000173166,RAPH1,2,-,203415682,203433681,69.6546919272621,-0.373527409907231,0.554408612827311,100,-0.588579876896831,0.41527045812178
ENSG00000174579,MSL2,3,-,136085917,136148916,238.072417138583,0.204758984558369,0.591989888972096,100,-0.0185925533696725,0.907668396487785
ENSG00000175073,VCPIP1,8,-,66618487,66628486,24.9073188222276,0.66654729936293,0.322688035195687,100,0.0197279886480004,0.972565034800361
ENSG00000175505,CLCF1,11,-,67354168,67364167,674.44351719448,1.15503674754216,1.31841458057548e-08,100,-0.0323534237460057,0.910863072005934
ENSG00000175697,GPR156,3,-,120153478,120165477,92.5915280709296,0.274762233912032,0.471531759563066,100,-0.0128360678338272,0.967241105715259
ENSG00000176055,MBLAC2,5,-,90446209,90458208,11.2553552642722,-0.847027271923416,NA,100,0.286619591732086,0.271050742242447
ENSG00000176697,BDNF,11,-,27636893,27654892,77.5284703443701,0.317240818361158,0.552668028970118,100,0.241118506636794,0.181577267443027
ENSG00000177051,FBXO46,19,-,45700629,45710628,41.7709107482848,0.974274443384674,0.0621490150850557,100,0.00578574551549271,0.986223905591104
ENSG00000177352,CCDC71,3,-,49151535,49162534,243.239315463261,0.742063039523041,0.000140783230443808,100,0.336372242973763,0.115058365883053
ENSG00000177706,FAM20C,7,+,260773,274772,11.6454336288753,0.448557953333073,NA,100,-0.16759690956796,0.304854366341362
ENSG00000178150,ZNF114,19,+,48287609,48297608,975.78055742464,0.9226290609521,1.7200993730606e-09,100,-0.206764927692919,0.16058646419858
ENSG00000178229,ZNF543,19,+,57330771,57346770,468.282889138761,0.44246636459277,0.0109324007449339,100,0.00238826622929581,0.99235137878844
ENSG00000178913,TAF7,5,-,141304490,141318489,368.088959535391,0.428253719728323,0.0681358294740928,100,0.355684622424352,0.0138264561286136
ENSG00000180346,TIGD2,4,+,89114902,89127901,88.4885137274607,0.379548365392062,0.323246173652782,100,0.281043918152927,0.036847971299433
ENSG00000180479,ZNF571,19,-,37553260,37564259,77.8331301555741,0.223080140798041,0.59571050303078,100,0.28530824149015,0.291026041218291
ENSG00000180543,TSPYL5,8,-,97250488,97273487,49.014928238955,0.447653957658054,0.434793312572229,100,-0.65490586155453,0.166714475716055
ENSG00000180884,ZNF792,19,-,34938354,34956353,180.535445837576,-0.214653053390363,0.706264253352273,100,-0.593455480317441,0.189252837610264
ENSG00000180938,ZNF572,8,+,124979390,124996389,69.2939596789434,0.531307921517444,0.102692035324477,100,0.235950591894509,0.204611599697923
ENSG00000181450,ZNF678,1,+,227662462,227690461,87.5192577418118,0.822076090555193,0.0439513661467275,100,0.27507059768915,0.544411215013714
ENSG00000181751,MACIR,5,+,103278661,103378660,67.421817042331,0.622137468994387,0.26385740391907,100,0.0691072278430706,0.670014338680779
ENSG00000182022,CHST15,10,-,123971668,124007667,241.859136188045,-0.296247121563908,0.610100237189385,100,-0.269882315971173,0.0218779512662139
ENSG00000182118,FAM89A,1,-,230990958,231018957,110.718832774893,0.00751446240469758,0.98515844590428,100,0.0963941741866564,0.641589107816499
